iter	Logloss
248	0.3029644755
249	0.302767632
250	0.3025814287
251	0.302084837
252	0.3018491297
253	0.3017190255
254	0.3014334301
255	0.3008039538
256	0.3004306102
257	0.3002846276
258	0.2999388061
259	0.2996869746
260	0.299451933
261	0.2992510597
262	0.2991283391
263	0.2989771696
264	0.2988004697
265	0.2986702631
266	0.2984600707
267	0.2982921268
268	0.2981895549
269	0.2978525559
270	0.2976953494
271	0.2974552231
272	0.2972693527
273	0.2968361106
274	0.2964215016
275	0.2962208895
276	0.2958372436
277	0.2953979543
278	0.2951608747
279	0.294777152
280	0.2941781678
281	0.2939278519
282	0.2936738136
283	0.2934815426
284	0.2930831909
285	0.2928695884
286	0.2925906495
287	0.2923504311
288	0.2921589947
289	0.2913108774
290	0.2909619479
291	0.2908098054
292	0.2906070735
293	0.2905129657
294	0.2899824514
295	0.2898649945
296	0.2896532712
297	0.2890406052
298	0.2887941245
299	0.2886555819
300	0.2876723424
301	0.2875645938
302	0.2873883907
303	0.2871466464
304	0.2869105653
305	0.2866058657
306	0.2861104415
307	0.2856434406
308	0.2850089822
309	0.284758354
310	0.2841808447
311	0.2832197817
312	0.2827007934
313	0.2825727476
314	0.2817264685
315	0.2814418921
316	0.2812329183
317	0.2810413796
318	0.2807388459
319	0.2805856333
320	0.2802726746
321	0.2800813406
322	0.2798371027
323	0.2792844836
324	0.2788361927
325	0.2785409044
326	0.2783385411
327	0.2781874433
328	0.2778793847
329	0.2777384918
330	0.2773771094
331	0.2769785017
332	0.2767241868
333	0.2765347782
334	0.2763228346
335	0.2761892946
336	0.2754269184
337	0.2751284247
338	0.2743991161
339	0.2741369875
340	0.2739273481
341	0.2736889679
342	0.2732079576
343	0.2729240571
344	0.2726935521
345	0.2725564381
346	0.2723470598
347	0.2718868947
348	0.2714786299
349	0.2712265219
350	0.2710018286
351	0.2707520863
352	0.270551725
353	0.2700471865
354	0.2698030254
355	0.2696322652
356	0.2694049605
357	0.2687750592
358	0.2683748079
359	0.2680830885
360	0.2678977557
361	0.2677391462
362	0.2674337246
363	0.2672716282
364	0.2671434492
365	0.2664519086
366	0.266249489
367	0.2659342926
368	0.265751607
369	0.2656450873
370	0.2652266227
371	0.2650363538
372	0.2648645644
373	0.2645882114
374	0.2644617938
375	0.2643384485
376	0.2642028297
377	0.2640517113
378	0.2634069814
379	0.263223794
380	0.2626245691
381	0.2624878851
382	0.2622993316
383	0.2622026379
384	0.2620709259
385	0.2616990109
386	0.2611985431
387	0.2608613853
388	0.2606966006
389	0.2605141403
390	0.2603819009
391	0.2601737976
392	0.2599458272
393	0.2597783133
394	0.2595779675
395	0.2593734229
396	0.259234317
397	0.2587070132
398	0.2585821881
399	0.2584290524
400	0.2582709344
401	0.2580980032
402	0.2579197416
403	0.2577313929
404	0.2573521044
405	0.2569497076
406	0.256830049
407	0.256562754
408	0.2559025297
409	0.2555875074
410	0.2552564685
411	0.2551072908
412	0.2549148201
413	0.2543307567
414	0.2538221014
415	0.253634536
416	0.2529803129
417	0.2523852457
418	0.2521673676
419	0.2519955731
420	0.2518110442
421	0.2516218096
422	0.251489903
423	0.2512307186
424	0.2510088978
425	0.2508482197
426	0.2503621658
427	0.2498561065
428	0.249288157
429	0.2491482831
430	0.249014528
431	0.2486662692
432	0.2483946576
433	0.2478517673
434	0.2476310013
435	0.247430082
436	0.247030952
437	0.2466207466
438	0.2464103955
439	0.2462351191
440	0.246036806
441	0.2458495428
442	0.2457697363
443	0.2455015451
444	0.2453138774
445	0.2451375769
446	0.2450500079
447	0.2449074918
448	0.2448015763
449	0.2446507806
450	0.2445654184
451	0.2444830158
452	0.2443512577
453	0.2441589816
454	0.244011125
455	0.2438134059
456	0.2436690158
457	0.2435285581
458	0.2433305625
459	0.243115516
460	0.2430084024
461	0.2429202445
462	0.2428217433
463	0.2427288183
464	0.2425647505
465	0.2424129717
466	0.2419789103
467	0.2415026364
468	0.2413470684
469	0.2408628272
470	0.2405113988
471	0.2398920968
472	0.2397635646
473	0.23967002
474	0.2395243498
475	0.2393840457
476	0.239155512
477	0.2390348754
478	0.238839097
479	0.2387220959
480	0.2383614918
481	0.2382659298
482	0.2380297821
483	0.2378690016
484	0.2376839247
485	0.2375156991
486	0.2374129174
487	0.2372045427
488	0.2371390836
489	0.2370061631
490	0.2368846509
491	0.2367714594
492	0.236683322
493	0.2365415688
494	0.2364076141
495	0.2363557854
496	0.2361797922
497	0.2360347005
498	0.2358620868
499	0.2358088551
500	0.2356529799
501	0.2355172176
502	0.2352087546
503	0.2350139234
504	0.2348796
505	0.234775195
506	0.2346808824
507	0.2345470096
508	0.2344314473
509	0.2343106366
510	0.2342018332
511	0.2339732637
512	0.2338222068
513	0.233588517
514	0.2334837587
515	0.2333621953
516	0.232890156
517	0.2327642351
518	0.2324928079
519	0.2323574399
520	0.2322080779
521	0.2320513629
522	0.2319554323
523	0.2318961534
524	0.2317990245
525	0.2316362061
526	0.2315230914
527	0.2314371659
528	0.2312928577
529	0.2312202044
530	0.2311070231
531	0.2310401712
532	0.2310066223
533	0.2309310657
534	0.2305243934
535	0.2303324501
536	0.2301890687
537	0.2301224933
538	0.23002943
539	0.2298952602
540	0.2298015569
541	0.2296298033
542	0.2291531147
543	0.22873571
544	0.2282666149
545	0.2281334896
546	0.2279976147
547	0.2278628305
548	0.2277355117
549	0.2275599281
550	0.2273788862
551	0.2272632112
552	0.2271599891
553	0.2270204634
554	0.2269431351
555	0.2268423605
556	0.2267429275
557	0.2266027771
558	0.2262940272
559	0.2261916602
560	0.2261203894
561	0.2257306297
562	0.2256407514
563	0.2255373142
564	0.225459817
565	0.2253967951
566	0.2252123737
567	0.225087139
568	0.2250014286
569	0.2248849446
570	0.2244340013
571	0.2243021459
572	0.2241242582
573	0.2240481025
574	0.2238048323
575	0.2236899101
576	0.2230475663
577	0.2229355575
578	0.2225646768
579	0.2224185304
580	0.2223161633
581	0.2221986963
582	0.2218830237
583	0.2216525596
584	0.2215187073
585	0.2213500516
586	0.2211369764
587	0.2210554085
588	0.2209055805
589	0.2207341802
590	0.2206330831
591	0.2205770403
592	0.2204613449
593	0.2203434938
594	0.2201678026
595	0.2200999778
596	0.2199720959
597	0.2198333843
598	0.2197758668
599	0.2196327824
600	0.2195743894
601	0.2195237128
602	0.219168864
603	0.2189990921
604	0.2188829921
605	0.2187729087
606	0.2185979088
607	0.2184562581
608	0.2183464306
609	0.2182957796
610	0.2182141042
611	0.2177522493
612	0.2176103323
613	0.217466997
614	0.2173983017
615	0.2170597051
616	0.2169254994
617	0.2167826915
618	0.216648747
619	0.2165684028
620	0.2164217494
621	0.2163009183
622	0.2162236617
623	0.2161013098
624	0.2160053944
625	0.2159141899
626	0.215822161
627	0.2154526166
628	0.2154028873
629	0.2151833553
630	0.2150493699
631	0.2149550777
632	0.2149068743
633	0.2146108026
634	0.2145011902
635	0.2141801309
636	0.213917562
637	0.2136389355
638	0.213513199
639	0.2132770769
640	0.212767674
641	0.2126810778
642	0.2125587003
643	0.2124522676
644	0.2122789114
645	0.2121580905
646	0.2117068297
647	0.2115155521
648	0.2113864361
649	0.2112326552
650	0.2111142562
651	0.2108664391
652	0.2107728638
653	0.2107065751
654	0.2105930712
655	0.2104896801
656	0.2104185424
657	0.2103142655
658	0.210119419
659	0.2100494999
660	0.2099586487
661	0.2098816225
662	0.2096467242
663	0.2093392084
664	0.2091737376
665	0.209063905
666	0.2087201419
667	0.2085569241
668	0.2084150174
669	0.2082226081
670	0.2081297241
671	0.2080344847
672	0.207923075
673	0.2077689561
674	0.2077129594
675	0.2074982458
676	0.2074134417
677	0.2073321451
678	0.2071955175
679	0.2068939465
680	0.2067799818
681	0.2067162123
682	0.2066180901
683	0.2065023435
684	0.2064321736
685	0.2062802616
686	0.2060576932
687	0.2058688068
688	0.2057837518
689	0.2057048567
690	0.20556444
691	0.2051819104
692	0.2050642129
693	0.2048955828
694	0.2048233851
695	0.2046793842
696	0.2045719019
697	0.2044588844
698	0.2043846284
699	0.2042080514
700	0.2041466988
701	0.2040278339
702	0.2038719894
703	0.2038055727
704	0.2036947212
705	0.2035938545
706	0.2034988864
707	0.2034038928
708	0.2033373993
709	0.2032502194
710	0.2031537306
711	0.2029917314
712	0.2028770805
713	0.2027974993
714	0.2027234327
715	0.2026156842
716	0.2025689503
717	0.2024732039
718	0.2023592238
719	0.2022951881
720	0.2021552169
721	0.2020506686
722	0.2020245341
723	0.2018999599
724	0.2018044849
725	0.2017457488
726	0.2016313079
727	0.2015244759
728	0.2014097278
729	0.2013043141
730	0.2011689205
731	0.2010959395
732	0.2010382889
733	0.2009701569
734	0.2008512817
735	0.2006851964
736	0.2006536138
737	0.2005459625
738	0.2003200608
739	0.20019563
740	0.199955048
741	0.1997621523
742	0.1996387661
743	0.1995714789
744	0.1994513083
745	0.1993907852
746	0.1993454645
747	0.199271357
748	0.1991565628
749	0.1988717662
750	0.1987284769
751	0.1985558887
752	0.1984470035
753	0.1982900274
754	0.1982083365
755	0.1981428569
756	0.1981021241
757	0.1979351684
758	0.1978872005
759	0.1978023299
760	0.1976213135
761	0.1974775071
762	0.1974066613
763	0.197293992
764	0.1972372682
765	0.1971535907
766	0.1970914034
767	0.1970031175
768	0.1969335978
769	0.1967098569
770	0.1965368437
771	0.1964645539
772	0.1963520997
773	0.1962144634
774	0.1960551422
775	0.1959602151
776	0.1958681555
777	0.1958106278
778	0.1956623666
779	0.19558596
780	0.1955490727
781	0.1953276001
782	0.19522255
783	0.1950675043
784	0.194983458
785	0.1948849057
786	0.1948412646
787	0.1947847405
788	0.1947135311
789	0.1946112306
790	0.1945321307
791	0.1944788274
792	0.1943342273
793	0.1942421523
794	0.1941921925
795	0.1940967585
796	0.1940315349
797	0.1939331823
798	0.1937363183
799	0.1934098109
800	0.1933079867
801	0.1932253076
802	0.1931170521
803	0.1929276793
804	0.1928326703
805	0.192757426
806	0.1926879985
807	0.19265489
808	0.1925630813
809	0.1924694036
810	0.1923231394
811	0.1922668047
812	0.1921285079
813	0.191834725
814	0.1917235304
815	0.1916072359
816	0.1915612803
817	0.1914935733
818	0.1914298038
819	0.1913866081
820	0.1912919883
821	0.1912290893
822	0.1910246215
823	0.1908802007
824	0.1907347404
825	0.1904758172
826	0.1903274946
827	0.1902227159
828	0.1900905123
829	0.1900156981
830	0.1899001307
831	0.1897684289
832	0.1897087865
833	0.1895984573
834	0.1895656099
835	0.1895026751
836	0.1893995554
837	0.1892961284
838	0.1892533731
839	0.1891847649
840	0.1890919013
841	0.1890463759
842	0.1890029549
843	0.1888728763
844	0.1887967257
845	0.1885718173
846	0.1884776736
847	0.1883738729
848	0.1882512957
849	0.1882059238
850	0.1880921741
851	0.1880382307
852	0.1879462377
853	0.1878578032
854	0.1877541049
855	0.1876589321
856	0.1876102115
857	0.1875105071
858	0.1874019597
859	0.1872811439
860	0.1871905845
861	0.1870450628
862	0.1869780982
863	0.1868353722
864	0.1867237936
865	0.1866630349
866	0.1866222817
867	0.1865191415
868	0.1864169127
869	0.1863252371
870	0.1862923539
871	0.1862494347
872	0.1861705806
873	0.1860909788
874	0.186027235
875	0.1858095771
876	0.1857368879
877	0.1856461493
878	0.1855315804
879	0.1853189763
880	0.1852038492
881	0.1850994699
882	0.1850248503
883	0.184969847
884	0.1848903221
885	0.1847538532
886	0.1847180463
887	0.1845959657
888	0.1844891695
889	0.1844047034
890	0.1843644622
891	0.184312782
892	0.184263872
893	0.1841328922
894	0.1840812171
895	0.1839675647
896	0.1838885672
897	0.1837871936
898	0.1836500488
899	0.1835947229
900	0.183578056
901	0.183500528
902	0.1834204552
903	0.1833225429
904	0.1832314101
905	0.1831757155
906	0.1830805631
907	0.1829401311
908	0.182845629
909	0.182724808
910	0.1825064998
911	0.182395039
912	0.1822946843
913	0.1822186515
914	0.1820985116
915	0.18197171
916	0.1819184937
917	0.181859691
918	0.1817436474
919	0.181671885
920	0.1815267064
921	0.1814387277
922	0.1813833864
923	0.1813090331
924	0.1811789391
925	0.1809400008
926	0.1807692918
927	0.1806483173
928	0.1805453051
929	0.1804954836
930	0.1804232501
931	0.1803556557
932	0.1802854141
933	0.1802375077
934	0.1801277007
935	0.1800544483
936	0.1799295925
937	0.1797896264
938	0.1796269974
939	0.1795860086
940	0.1795275234
941	0.1795027458
942	0.1793929439
943	0.1792330134
944	0.1791276561
945	0.1789430298
946	0.178780324
947	0.1786119141
948	0.1785324558
949	0.1784229458
950	0.178323523
951	0.1780429354
952	0.1777978731
953	0.1777071396
954	0.1775390574
955	0.1774262294
956	0.1773633355
957	0.1772615113
958	0.1771567889
959	0.1771010943
960	0.1770253585
961	0.1769558849
962	0.1768997704
963	0.1768329544
964	0.1767477407
965	0.1767215089
966	0.1766462851
967	0.1765606055
968	0.1764743575
969	0.1763965735
970	0.1763383801
971	0.1762601558
972	0.1762136626
973	0.1761438869
974	0.1760253394
975	0.1759073705
976	0.1758228532
977	0.175758413
978	0.1756341358
979	0.1755412825
980	0.1755191931
981	0.1754361863
982	0.1753485865
983	0.1752877869
984	0.1752153486
985	0.1751216837
986	0.1750902368
987	0.1750455203
988	0.1749541212
989	0.1749319653
990	0.1748700033
991	0.1748120122
992	0.1747670833
993	0.174685628
994	0.1745888678
995	0.1744840993
996	0.1743385981
997	0.1742544648
998	0.1741938572
999	0.1741644635
