iter	Passed	Remaining
600	14052	9329
601	14072	9303
602	14094	9279
603	14115	9254
604	14133	9227
605	14151	9200
606	14167	9172
607	14184	9145
608	14204	9120
609	14218	9090
610	14234	9062
611	14253	9036
612	14268	9008
613	14286	8981
614	14308	8957
615	14329	8932
616	14348	8906
617	14365	8879
618	14392	8858
619	14426	8841
620	14466	8829
621	14497	8810
622	14541	8799
623	14562	8775
624	14581	8748
625	14606	8726
626	14625	8700
627	14646	8675
628	14663	8649
629	14680	8621
630	14702	8597
631	14725	8574
632	14744	8548
633	14761	8521
634	14779	8495
635	14796	8468
636	14936	8511
637	15002	8512
638	15025	8488
639	15046	8463
640	15072	8441
641	15095	8417
642	15120	8395
643	15140	8369
644	15170	8349
645	15189	8323
646	15211	8299
647	15228	8272
648	15245	8245
649	15264	8219
650	15278	8190
651	15297	8164
652	15311	8136
653	15327	8108
654	15346	8083
655	15363	8056
656	15379	8029
657	15401	8005
658	15418	7978
659	15437	7952
660	15456	7926
661	15479	7903
662	15498	7877
663	15518	7852
664	15541	7829
665	15563	7805
666	15582	7779
667	15605	7755
668	15622	7729
669	15640	7703
670	15668	7682
671	15712	7669
672	15751	7653
673	15782	7633
674	15807	7610
675	15831	7587
676	15941	7605
677	15957	7578
678	15975	7552
679	15990	7525
680	16011	7500
681	16025	7472
682	16145	7493
683	16171	7471
684	16189	7444
685	16206	7418
686	16226	7392
687	16244	7366
688	16266	7342
689	16287	7317
690	16318	7297
691	16350	7277
692	16391	7261
693	16419	7239
694	16440	7214
695	16457	7188
696	16483	7165
697	16503	7140
698	16521	7114
699	16537	7087
700	16550	7059
701	16565	7031
702	16577	7003
703	16590	6975
704	16603	6947
705	16617	6920
706	16631	6892
707	16642	6864
708	16656	6836
709	16669	6808
710	16686	6782
711	16701	6755
712	16721	6730
713	16737	6704
714	16756	6679
715	16775	6654
716	16788	6626
717	16801	6598
718	16814	6571
719	16826	6543
720	16840	6516
721	16853	6489
722	16866	6462
723	16879	6434
724	16890	6406
725	16906	6380
726	16919	6353
727	16935	6327
728	16948	6300
729	16962	6273
730	16975	6246
731	16987	6219
732	17000	6192
733	17012	6165
734	17027	6139
735	17039	6111
736	17051	6084
737	17062	6057
738	17075	6030
739	17093	6005
740	17109	5980
741	17126	5954
742	17141	5929
743	17155	5902
744	17171	5877
745	17183	5850
746	17194	5823
747	17208	5797
748	17220	5770
749	17231	5743
750	17245	5717
751	17257	5691
752	17270	5665
753	17282	5638
754	17294	5612
755	17311	5587
756	17323	5560
757	17336	5534
758	17350	5509
759	17362	5482
760	17376	5457
761	17389	5431
762	17402	5405
763	17414	5379
764	17426	5353
765	17438	5327
766	17449	5300
767	17460	5274
768	17471	5248
769	17483	5222
770	17494	5196
771	17505	5170
772	17519	5144
773	17529	5118
774	17541	5092
775	17556	5067
776	17570	5042
777	17584	5017
778	17596	4992
779	17612	4967
780	17627	4943
781	17658	4922
782	17689	4902
783	17707	4878
784	17722	4853
785	17738	4829
786	17753	4805
787	17771	4781
788	17786	4756
789	17806	4733
790	17823	4709
791	17838	4684
792	17860	4662
793	17876	4637
794	17891	4613
795	17906	4588
796	17921	4564
797	17934	4539
798	17947	4515
799	17960	4490
800	17976	4466
801	17989	4441
802	18002	4416
803	18019	4392
804	18037	4369
805	18052	4345
806	18067	4321
807	18082	4296
808	18094	4271
809	18107	4247
810	18123	4223
811	18137	4199
812	18151	4175
813	18169	4151
814	18184	4127
815	18200	4104
816	18216	4080
817	18230	4056
818	18241	4031
819	18255	4007
820	18269	3983
821	18285	3959
822	18299	3935
823	18312	3911
824	18328	3887
825	18340	3863
826	18355	3839
827	18373	3816
828	18398	3795
829	18417	3772
830	18437	3749
831	18459	3727
832	18471	3703
833	18484	3679
834	18496	3655
835	18510	3631
836	18522	3607
837	18535	3583
838	18548	3559
839	18560	3535
840	18574	3511
841	18585	3487
842	18598	3463
843	18611	3439
844	18623	3416
845	18635	3392
846	18648	3368
847	18661	3344
848	18673	3321
849	18683	3297
850	18696	3273
851	18708	3249
852	18722	3226
853	18733	3202
854	18744	3178
855	18758	3155
856	18776	3133
857	18793	3110
858	18809	3087
859	18825	3064
860	18838	3041
861	18850	3017
862	18862	2994
863	18875	2971
864	18887	2947
865	18898	2924
866	18911	2901
867	18923	2877
868	18936	2854
869	18947	2831
870	18958	2807
871	18971	2784
872	18982	2761
873	18993	2738
874	19006	2715
875	19018	2692
876	19031	2669
877	19043	2646
878	19054	2622
879	19066	2599
880	19077	2576
881	19090	2554
882	19102	2531
883	19113	2508
884	19126	2485
885	19137	2462
886	19151	2439
887	19163	2417
888	19175	2394
889	19188	2371
890	19203	2349
891	19218	2326
892	19233	2304
893	19249	2282
894	19262	2259
895	19273	2237
896	19284	2214
897	19296	2191
898	19310	2169
899	19322	2146
900	19339	2124
901	19351	2102
902	19364	2080
903	19376	2057
904	19388	2035
905	19401	2012
906	19412	1990
907	19424	1968
908	19436	1945
909	19448	1923
910	19459	1901
911	19471	1878
912	19486	1856
913	19504	1835
914	19516	1812
915	19529	1790
916	19539	1768
917	19558	1747
918	19574	1725
919	19589	1703
920	19606	1681
921	19620	1659
922	19632	1637
923	19643	1615
924	19654	1593
925	19667	1571
926	19680	1549
927	19695	1528
928	19708	1506
929	19718	1484
930	19730	1462
931	19741	1440
932	19752	1418
933	19763	1396
934	19777	1374
935	19787	1353
936	19800	1331
937	19811	1309
938	19822	1287
939	19835	1266
940	19847	1244
941	19858	1222
942	19869	1201
943	19880	1179
944	19892	1157
945	19904	1136
946	19916	1114
947	19929	1093
948	19942	1071
949	19957	1050
950	19969	1028
951	19982	1007
952	19993	986
953	20006	964
954	20018	943
955	20030	921
956	20042	900
957	20054	879
958	20066	857
959	20078	836
960	20091	815
961	20102	794
962	20114	772
963	20126	751
964	20141	730
965	20157	709
966	20172	688
967	20188	667
968	20202	646
969	20214	625
970	20225	604
971	20238	583
972	20250	561
973	20262	540
974	20273	519
975	20285	498
976	20296	477
977	20308	456
978	20320	435
979	20331	414
980	20346	394
981	20362	373
982	20377	352
983	20392	331
984	20410	310
985	20424	290
986	20439	269
987	20451	248
988	20463	227
989	20475	206
990	20487	186
991	20502	165
992	20514	144
993	20529	123
994	20543	103
995	20559	82
996	20573	61
997	20587	41
998	20601	20
999	20612	0
